month_date_yyyymm,cbsa_code,cbsa_title,HouseholdRank,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_increased_share,price_increased_share_mm,price_increased_share_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,price_reduced_share,price_reduced_share_mm,price_reduced_share_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
202507,35340,"New Iberia, LA",517.0,176225.0,-0.0072,-0.0893,152,0.0066,0.0,73.0,0.058,-0.0395,44.0,-0.0435,0.1,0.0,,-1.0,0.0,0.0,-0.0086,56.0,-0.0345,0.2727,0.2232,-0.0086,0.0408,59.0,0.2421,0.1346,112.0,0.058,0.1171,1854.0,0.0185,0.0116,269340.0,0.0514,0.1725,207.0,0.0534,0.0147,0.3894,0.0738,0.0462,0
202507,44660,"Stillwater, OK",453.0,316225.0,-0.09,0.2165,204,-0.0935,-0.2188,55.0,0.1055,0.0837,90.0,-0.0217,-0.0625,2.0,-0.5,,0.0043,-0.0034,0.0043,64.0,-0.0588,-0.0588,0.1387,0.0077,0.0123,167.0,-0.0511,0.057,161.0,-0.0359,-0.0084,1962.0,-0.0359,0.0897,417635.0,-0.0324,0.0606,369.0,-0.0671,-0.1142,0.8206,0.0367,0.2141,0
202507,17140,"Cincinnati, OH-KY-IN",29.0,349950.0,-0.0142,-0.0308,3817,0.0824,0.265,37.0,0.1406,0.1587,2990.0,-0.0349,0.0944,22.0,-0.5769,-0.0833,0.0023,-0.0028,-0.0006,1944.0,0.2351,0.284,0.1919,0.0341,0.0308,3291.0,-0.0637,-0.0242,193.0,-0.0077,0.0246,1792.0,0.0,-0.0277,454459.0,-0.0298,-0.057,7044.0,0.0066,0.1057,0.8623,-0.1346,-0.2555,0
202507,11260,"Anchorage, AK",144.0,475000.0,-0.0155,0.0344,993,0.0942,-0.005,46.0,0.1646,0.011,574.0,-0.0918,-0.1433,18.0,0.5,-0.3571,0.0077,0.0027,-0.0031,418.0,-0.0279,-0.0793,0.1739,-0.0067,-0.0018,836.0,-0.0124,-0.0257,255.0,-0.0166,0.027,1877.0,-0.0126,-0.0027,557932.0,-0.0058,0.0293,1829.0,0.0431,-0.0175,0.8414,-0.0908,-0.0178,0
202507,27780,"Johnstown, PA",310.0,116950.0,-0.1055,-0.164,171,0.1107,0.0149,53.0,0.2353,-0.0323,104.0,0.1556,0.04,0.0,,,0.0,0.0,0.0,56.0,-0.0968,0.12,0.1501,-0.0156,0.015,102.0,-0.0727,-0.1169,83.0,-0.0653,-0.0302,1493.0,-0.0104,-0.0667,153244.0,-0.0225,-0.0984,272.0,0.0323,-0.0233,0.5982,-0.1184,-0.0893,1
202507,19740,"Denver-Aurora-Centennial, CO",18.0,600000.0,-0.0163,-0.04,13197,-0.0022,0.3672,52.0,0.1556,0.253,4484.0,-0.1797,-0.0286,164.0,0.038,0.0513,0.0076,0.0006,-0.0007,7134.0,-0.0699,0.178,0.3287,-0.0079,0.001,4028.0,-0.0831,-0.013,293.0,-0.0129,-0.0326,2142.0,0.0036,-0.0256,793748.0,-0.0066,-0.0384,17185.0,-0.0224,0.2539,0.3052,-0.0269,-0.1176,0
202507,26820,"Idaho Falls, ID",294.0,468975.0,-0.0075,-0.0378,622,-0.004,0.314,54.0,0.1489,0.2414,236.0,0.1346,-0.0781,4.0,0.0,0.0,0.0036,-0.0002,-0.0005,294.0,-0.1037,0.3868,0.2664,-0.0349,0.0484,245.0,0.0562,0.0771,181.0,0.0106,0.0258,2758.0,-0.0262,-0.0474,620762.0,-0.0176,0.0467,866.0,0.0158,0.2382,0.3934,0.0224,-0.0865,0
202507,31580,"Madisonville, KY",637.0,237400.0,0.0552,0.2054,129,0.0158,0.3598,71.0,-0.0308,0.2146,38.0,-0.05,-0.1739,0.0,-1.0,,0.0,-0.0087,0.0,44.0,-0.12,0.4667,0.2015,0.0022,0.0375,57.0,-0.0952,0.0755,133.0,0.0049,0.1261,1847.0,0.014,0.1033,312381.0,0.0353,0.0738,185.0,-0.0238,0.2637,0.4436,-0.0544,-0.1173,0
202507,31420,"Macon-Bibb County, GA",203.0,237000.0,0.0773,0.078,894,-0.0245,0.0869,65.0,0.0196,0.1982,324.0,0.0588,-0.0241,14.0,-0.3,0.1667,0.0088,-0.0042,0.0007,252.0,-0.1871,-0.1,0.1665,-0.0342,-0.0129,350.0,-0.068,-0.1027,125.0,0.0301,0.0177,1883.0,0.0339,0.0464,291084.0,0.0481,0.0067,1216.0,-0.0466,0.0125,0.3909,-0.0182,-0.0826,0
202507,34140,"Moscow, ID",672.0,548500.0,-0.0112,0.0767,97,-0.0398,0.1221,62.0,0.1131,0.1549,32.0,-0.2381,0.2308,0.0,,,0.0,0.0,0.0,32.0,0.1429,0.3333,0.1899,0.035,0.0432,45.0,-0.0323,0.0714,254.0,-0.0456,0.0164,2212.0,0.002,0.0102,625034.0,-0.0188,-0.0088,141.0,-0.0408,0.1016,0.4663,0.0036,-0.0221,0
202507,42460,"Scottsboro, AL",569.0,316975.0,0.0367,0.075,165,0.0217,0.3766,76.0,-0.0256,0.2773,42.0,0.0,-0.0455,0.0,-1.0,,0.0,-0.0081,0.0,54.0,0.2857,0.0,0.2047,0.0256,-0.07,42.0,0.1351,0.8667,157.0,-0.0333,0.0803,2018.0,0.012,-0.0861,431417.0,0.0106,-0.0246,207.0,0.0377,0.4645,0.2553,0.0255,0.067,0
202507,26620,"Huntsville, AL",103.0,382032.0,0.0056,0.0049,2804,0.0079,0.286,68.0,0.0547,0.2617,892.0,-0.1238,-0.1255,96.0,-0.0943,-0.2,0.0201,-0.001,-0.0139,1066.0,-0.0111,0.1012,0.2163,0.0016,-0.0531,1221.0,-0.022,3.2086,171.0,0.0001,-0.0057,2310.0,0.0006,0.0274,452729.0,-0.0012,-0.0116,4011.0,-0.0066,0.6265,0.4353,-0.0133,0.3023,0
202507,37020,"Owosso, MI",486.0,222475.0,-0.0728,-0.0617,110,0.1055,0.3018,37.0,0.187,0.1061,84.0,-0.1064,0.0,0.0,,,0.0,0.0,0.0,44.0,-0.0435,0.1579,0.1513,0.0027,0.0087,97.0,-0.0202,0.0,145.0,-0.0256,0.0554,1576.0,0.0032,-0.0658,261751.0,-0.0608,-0.0661,207.0,0.0455,0.1405,0.8818,-0.1132,-0.2661,0
202507,37260,"Palatka, FL",460.0,299950.0,-0.0697,-0.0002,357,-0.0259,0.2865,82.0,0.0752,0.2051,82.0,-0.0238,0.025,4.0,,,0.0076,0.0076,0.0076,118.0,-0.2625,0.4048,0.2208,-0.0664,0.0416,99.0,0.0103,0.0535,204.0,-0.0143,-0.0239,1551.0,0.008,-0.0308,416092.0,0.0087,-0.0276,453.0,-0.0227,0.218,0.2759,0.0099,-0.061,0
202507,12380,"Austin, MN",719.0,277175.0,0.0459,0.1977,88,0.1429,0.1973,43.0,0.1325,0.0962,44.0,-0.1852,-0.0833,0.0,,,0.0,0.0,0.0,54.0,0.6875,0.6875,0.2566,0.1007,0.0723,63.0,-0.0382,0.2857,140.0,0.0135,0.0786,1942.0,-0.0312,0.0656,331980.0,-0.0131,0.2238,149.0,0.0277,0.1928,0.7159,-0.1347,0.0492,0
202507,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC",119.0,326500.0,-0.0074,0.0049,5911,-0.0097,0.153,80.0,0.0671,0.1042,1522.0,-0.0168,0.0,174.0,-0.1212,-0.2018,0.0177,-0.0023,-0.0059,2406.0,0.0059,0.2263,0.2465,0.0051,0.0341,2393.0,-0.0436,-0.0752,232.0,0.0049,0.0163,1446.0,-0.0069,-0.0109,413016.0,-0.0012,0.0273,8279.0,-0.0173,0.0726,0.4048,-0.0143,-0.0999,0
202507,41980,"San Juan-Bayamon-Caguas, PR",,665000.0,-0.0181,0.0747,1331,-0.0067,0.1328,89.0,0.0172,0.1346,388.0,0.0374,0.1617,20.0,0.25,0.25,0.0089,0.002,0.0017,150.0,0.0274,0.1029,0.0659,0.0036,0.0059,612.0,-0.027,-0.1208,364.0,-0.0309,0.1238,2113.0,0.0038,0.0268,1514919.0,-0.0273,0.0774,1943.0,-0.0145,0.0363,0.4594,-0.0096,-0.1325,0
202507,37900,"Peoria, IL",147.0,194900.0,0.0834,0.0535,507,0.1419,-0.0193,37.0,-0.039,0.1212,434.0,-0.0805,-0.0958,2.0,-0.5,0.0,0.0013,-0.0014,0.0,224.0,0.037,-0.082,0.1542,0.0101,-0.005,521.0,-0.0915,0.0317,108.0,-0.0077,0.026,1761.0,0.0353,-0.0112,258477.0,0.0208,0.0144,1015.0,0.001,-0.0102,1.0276,-0.2641,0.0508,0
202507,22700,"Fort Dodge, IA",758.0,172450.0,-0.1106,0.08,108,0.0287,0.0287,59.0,0.0727,-0.1511,42.0,-0.25,0.75,0.0,,,0.0,0.0,0.0,44.0,0.0476,0.4667,0.2598,0.0471,0.0775,34.0,-0.1282,0.0149,130.0,-0.017,0.1583,1410.0,-0.0049,0.0544,213095.0,-0.0279,0.1141,141.0,-0.0276,0.0108,0.3163,-0.0569,-0.0043,1
202507,23420,"Fresno, CA",61.0,475000.0,0.0108,-0.0072,2125,0.0071,0.3336,54.0,0.0485,0.2273,914.0,-0.0786,0.0703,58.0,-0.3696,-0.0333,0.0144,-0.0075,-0.0028,754.0,-0.0456,0.3,0.1826,-0.0085,0.0189,1081.0,-0.0296,-0.0083,263.0,0.0007,0.0047,1844.0,0.0196,-0.0221,588434.0,0.0121,-0.0465,3187.0,-0.0084,0.1975,0.5086,-0.0193,-0.1753,0
202507,46620,"Uvalde, TX",878.0,429675.0,-0.0246,0.0899,162,0.0386,0.3686,96.0,0.094,0.2929,26.0,0.1818,-0.0714,0.0,,,0.0,0.0,0.0,18.0,-0.55,-0.25,0.0875,-0.123,-0.0525,16.0,0.1852,-0.3333,212.0,-0.012,0.0494,1869.0,-0.0167,0.0356,520366.0,-0.0264,0.0051,177.0,0.0473,0.2598,0.0991,0.0123,-0.1043,0
202507,29340,"Lake Charles, LA",210.0,239900.0,0.0035,0.0064,1148,-0.0009,0.0714,86.0,0.0491,0.0059,242.0,0.0342,0.0708,6.0,0.0,0.0,0.0036,0.0,-0.0003,306.0,0.0338,-0.1,0.1818,0.0106,-0.0308,295.0,-0.0606,0.1459,129.0,0.0028,-0.0061,1852.0,-0.0001,-0.0082,287301.0,0.0161,-0.0448,1433.0,-0.0172,0.0852,0.2566,-0.0163,0.0167,0
202507,12020,"Athens-Clarke County, GA",220.0,469999.0,-0.0147,0.024,760,0.057,0.2805,67.0,0.1368,0.3571,186.0,-0.2619,-0.1983,4.0,-0.75,-0.5,0.0033,-0.01,-0.0045,260.0,-0.1156,0.3402,0.2167,-0.0282,0.0318,289.0,0.0724,0.262,214.0,-0.009,-0.0135,2224.0,-0.013,0.0034,600885.0,-0.0036,-0.0037,1010.0,0.0461,0.2777,0.3803,0.0054,-0.0056,0
202507,25850,"Hermitage, PA",367.0,176000.0,0.0422,0.0249,262,0.0919,0.4135,64.0,-0.0593,0.3093,128.0,0.2075,0.3061,2.0,-0.5,,0.0037,-0.004,0.0037,122.0,0.4186,0.6486,0.2296,0.0652,0.0593,143.0,-0.0774,-0.0172,157.0,-0.072,-0.0245,1895.0,0.0415,0.0616,259210.0,-0.0311,0.0145,408.0,0.0356,0.2256,0.5468,-0.1003,-0.2396,0
202507,40700,"Roseburg, OR",358.0,450000.0,-0.0196,0.0086,433,-0.0035,0.2304,63.0,0.0456,0.2353,120.0,-0.0769,-0.0909,18.0,0.2857,0.2857,0.0254,0.0061,0.0038,230.0,0.0648,0.1616,0.3092,0.0021,0.01,151.0,0.0523,-0.1297,253.0,0.001,0.0171,1795.0,-0.0006,-0.0218,596031.0,0.0039,0.0675,583.0,0.0087,0.1138,0.3491,0.0185,-0.1445,0
202507,25820,"Hereford, TX",915.0,232500.0,0.0109,0.0592,66,-0.0839,0.2358,78.0,0.0759,0.1513,6.0,-0.5,-0.625,0.0,,,0.0,0.0,0.0,8.0,-0.5556,-0.2,0.0976,-0.0572,-0.0114,12.0,-0.3514,-0.1111,125.0,0.0045,0.0442,1872.0,-0.0216,0.0474,266181.0,0.0369,-0.0033,78.0,-0.1389,0.1314,0.1832,-0.0755,-0.0715,0
202507,33700,"Modesto, CA",123.0,516450.0,0.0028,-0.0254,936,0.0961,0.4802,44.0,0.0235,0.1226,456.0,0.027,0.1343,30.0,0.3636,0.0,0.0171,0.0038,-0.0026,344.0,-0.0337,0.2932,0.1971,-0.0196,0.0166,350.0,-0.0237,-0.2146,299.0,-0.0015,0.0001,1788.0,0.0168,0.0035,633455.0,0.0225,0.004,1284.0,0.0629,0.1928,0.3736,-0.0459,-0.3305,0
202507,47980,"Watertown, SD",817.0,374900.0,-0.0229,0.0845,107,0.0812,0.1768,40.0,-0.1209,0.1511,46.0,-0.2069,0.15,0.0,-1.0,,0.0,-0.01,0.0,22.0,-0.0833,0.0,0.1217,-0.0027,-0.0096,29.0,-0.0645,0.3488,174.0,0.0173,-0.3267,1941.0,-0.081,0.3602,428226.0,-0.0388,0.1155,138.0,0.07,0.2332,0.2723,-0.0424,0.0347,0
202507,18980,"Cullman, AL",414.0,325000.0,0.0046,-0.0142,458,-0.0011,0.1639,78.0,0.1143,0.2683,114.0,0.0,-0.0952,6.0,0.5,-0.625,0.0085,0.0028,-0.016,132.0,-0.0959,0.2222,0.1859,-0.0179,0.0204,142.0,0.018,0.056,169.0,0.0073,0.0019,1950.0,0.0009,0.0226,571269.0,-0.0126,-0.0157,593.0,-0.0059,0.1349,0.309,0.0058,-0.0316,0
202507,22540,"Fond du Lac, WI",375.0,374900.0,0.0,-0.0615,155,-0.1436,-0.0096,49.0,0.108,0.3448,104.0,-0.1034,0.0,2.0,,,0.0052,0.0052,0.0052,56.0,-0.1765,0.3333,0.1449,-0.0222,0.0377,123.0,-0.004,0.1442,207.0,0.0671,0.2213,1664.0,-0.0063,-0.0721,442524.0,0.0342,0.0521,283.0,-0.0753,0.0824,0.7935,0.1112,0.1066,0
202507,14820,"Brevard, NC",756.0,628750.0,-0.0511,-0.0838,320,0.1368,0.6931,67.0,0.1125,0.0512,98.0,0.1951,0.2895,4.0,,,0.0078,0.0078,0.0078,118.0,0.439,0.6857,0.2393,0.0508,0.0278,78.0,0.1471,0.0065,321.0,-0.0021,-0.0138,1986.0,-0.0386,-0.0734,1150817.0,-0.0428,-0.0701,395.0,0.127,0.4991,0.2438,0.0022,-0.1663,0
202507,25220,"Hammond, LA",313.0,284950.0,-0.0002,0.1066,399,0.0598,0.0351,59.0,0.1028,-0.2,144.0,0.1803,0.0909,0.0,,-1.0,0.0,0.0,-0.0087,158.0,0.0533,0.1618,0.222,-0.0116,0.013,139.0,-0.0481,-0.1178,149.0,-0.009,-0.0075,1940.0,-0.0049,0.0662,340739.0,-0.0042,0.0459,531.0,0.0222,-0.0149,0.3476,-0.0394,-0.0602,0
202507,11420,"Angola, IN",770.0,454950.0,0.0294,0.0898,133,0.035,0.1982,63.0,0.073,-0.1379,48.0,0.1429,0.4118,0.0,,,0.0,0.0,0.0,50.0,-0.2188,0.1905,0.2229,-0.0566,0.012,55.0,-0.0522,0.2111,240.0,-0.0224,0.0673,1955.0,0.0013,-0.0225,596095.0,-0.0096,0.04,188.0,0.0053,0.2051,0.4098,-0.0377,0.0044,0
202507,38100,"Picayune, MS",551.0,282425.0,0.0106,-0.107,243,0.0385,0.197,74.0,0.0173,0.225,74.0,0.1212,0.1935,6.0,,0.5,0.0151,0.0151,0.0036,82.0,-0.2679,0.3226,0.1974,-0.0949,0.0227,92.0,0.0457,0.1582,157.0,0.0048,-0.0284,1866.0,0.0053,-0.0706,363819.0,0.0105,-0.0177,324.0,0.0286,0.1655,0.3765,0.0026,-0.0126,1
202507,43780,"South Bend-Mishawaka, IN-MI",162.0,327000.0,0.0679,0.1606,589,-0.0289,-0.032,44.0,0.0476,0.2222,472.0,0.0172,-0.0484,8.0,1.0,1.0,0.0048,0.0023,0.002,308.0,0.0065,-0.061,0.1881,-0.003,-0.0245,574.0,0.0214,0.1898,168.0,0.0303,0.0963,1826.0,0.024,0.0506,486597.0,0.0378,0.2585,1160.0,-0.006,0.0633,0.9737,0.0479,0.1816,0
202507,18660,"Cortland, NY",653.0,220950.0,-0.1425,0.1742,53,0.0606,0.2353,53.0,0.3701,0.0048,24.0,-0.4783,-0.3333,0.0,,,0.0,0.0,0.0,30.0,0.875,1.5,0.1832,0.0875,0.11,90.0,0.1474,0.0468,131.0,-0.0493,0.0804,1689.0,-0.088,0.121,288521.0,-0.0615,0.1478,142.0,0.1142,0.1098,1.7048,0.129,-0.307,0
202507,44500,"Stephenville, TX",690.0,399125.0,-0.0059,-0.1472,185,-0.0107,0.0982,72.0,0.0704,0.0704,50.0,-0.0385,0.3158,0.0,-1.0,,0.0,-0.0072,0.0,48.0,-0.2,0.0,0.1739,-0.037,-0.0146,56.0,-0.0508,0.0566,209.0,0.0015,-0.0576,1873.0,0.0033,-0.0333,559036.0,-0.0183,-0.1773,241.0,-0.0163,0.1005,0.3035,-0.0128,-0.012,1
202507,13460,"Bend, OR",191.0,749950.0,-0.0001,0.0345,2206,0.0122,0.2158,70.0,0.1625,0.2455,508.0,-0.1833,-0.1672,18.0,-0.4706,-0.4706,0.0054,-0.0044,-0.0054,876.0,-0.0331,0.3273,0.262,0.0042,0.0424,632.0,-0.063,-0.0787,392.0,-0.0058,0.0137,2010.0,-0.0002,0.0211,1029957.0,-0.0041,0.0191,2836.0,-0.0047,0.1408,0.2866,-0.023,-0.0916,0
202507,42940,"Sevierville, TN",398.0,657500.0,-0.003,-0.0587,2122,0.0294,0.2928,84.0,0.0637,0.0637,394.0,-0.0619,0.1322,12.0,-0.1429,0.5,0.0042,-0.0008,0.0008,826.0,0.0024,0.1601,0.2901,-0.0056,-0.0205,307.0,-0.0176,-0.081,371.0,-0.0054,-0.0525,1904.0,-0.0026,-0.0164,846247.0,-0.0004,-0.0328,2423.0,0.025,0.2309,0.1445,-0.0069,-0.0588,0
202507,41140,"St. Joseph, MO-KS",352.0,247400.0,0.0227,0.2922,257,0.1225,0.4132,49.0,0.026,0.1726,146.0,-0.0395,0.0735,0.0,,,0.0,0.0,0.0,106.0,0.0192,0.0,0.1828,-0.0016,-0.042,166.0,-0.0349,0.044,130.0,-0.0038,0.1338,1684.0,0.0209,-0.0224,306692.0,-0.0054,0.0937,419.0,0.0622,0.2291,0.6472,-0.1056,-0.2289,0
202507,25770,"Hemlock Farms, PA",522.0,347725.0,-0.0062,-0.0314,599,0.0688,0.3068,59.0,0.0536,0.0776,192.0,-0.0204,0.0435,0.0,,,0.0,0.0,0.0,204.0,0.2593,0.3247,0.1954,0.0272,0.0198,222.0,-0.0045,-0.0067,191.0,-0.0234,0.049,1755.0,0.0046,-0.1024,428549.0,-0.0125,0.0307,815.0,0.0382,0.1865,0.3709,-0.0273,-0.1171,0
202507,47340,"Wabash, IN",812.0,230950.0,-0.0274,0.029,58,-0.0938,0.3976,46.0,0.3028,0.2416,30.0,-0.25,-0.0625,0.0,-1.0,,0.0,-0.016,0.0,32.0,-0.2,1.2857,0.2406,-0.0249,0.1047,46.0,0.1375,0.569,133.0,-0.0701,0.085,1644.0,-0.0255,-0.0994,288133.0,0.0081,0.163,103.0,-0.0144,0.482,0.7845,0.1595,0.0857,0
202507,47240,"Vineyard Haven, MA",879.0,2500000.0,0.0006,0.139,279,0.1138,0.1949,66.0,0.1336,-0.0931,32.0,-0.5294,-0.3043,0.0,,,0.0,0.0,0.0,60.0,0.875,0.7647,0.1737,0.0735,0.0643,25.0,0.4,-0.3,1124.0,0.0087,0.0291,2466.0,0.0174,0.1174,4032433.0,-0.0115,0.1359,300.0,0.1299,0.1257,0.0878,0.018,-0.0621,0
202507,30620,"Lima, OH",397.0,177475.0,0.0444,-0.228,213,-0.0185,0.7347,59.0,0.2154,0.5592,98.0,0.0889,0.2564,0.0,,-1.0,0.0,0.0,-0.0055,76.0,-0.0732,0.2258,0.1658,-0.0162,-0.0291,130.0,-0.0717,0.0278,119.0,0.0467,-0.1017,1490.0,-0.0205,-0.1031,203948.0,0.0494,-0.2182,340.0,-0.0516,0.371,0.6094,-0.0349,-0.4192,1
202507,37100,"Oxnard-Thousand Oaks-Ventura, CA",85.0,1012500.0,0.007,-0.0741,1617,0.0263,0.5876,50.0,0.0753,0.2195,720.0,-0.0451,0.2632,18.0,-0.1818,-0.1818,0.0064,-0.0008,-0.0027,612.0,-0.0526,0.6364,0.2011,-0.0149,0.043,662.0,-0.059,-0.042,557.0,0.0039,-0.0122,1905.0,-0.0025,-0.0192,1693961.0,-0.0213,-0.1138,2266.0,-0.0035,0.3217,0.4091,-0.0371,-0.2689,0
202507,36500,"Olympia-Lacey-Tumwater, WA",172.0,574963.0,-0.0087,-0.0288,809,0.1542,0.4335,40.0,0.0811,0.0811,426.0,-0.0575,0.139,6.0,-0.5714,-0.25,0.0037,-0.0048,-0.0021,450.0,0.25,0.6423,0.2616,0.0337,0.0668,394.0,-0.0858,-0.1025,297.0,0.0004,0.0105,2062.0,-0.0078,-0.0256,686656.0,-0.0181,-0.0391,1201.0,0.061,0.1975,0.4873,-0.128,-0.291,0
202507,17380,"Cleveland, MS",844.0,184500.0,0.0,0.0863,70,-0.0414,0.121,75.0,-0.1257,-0.0099,12.0,-0.4,0.2,0.0,,,0.0,0.0,0.0,12.0,-0.3333,0.2,0.1252,-0.036,0.0166,13.0,-0.2973,-0.1875,99.0,0.0091,-0.0506,1861.0,-0.0048,0.0829,225645.0,-0.0209,0.045,83.0,-0.0884,0.0784,0.1871,-0.0681,-0.071,0
202507,29620,"Lansing-East Lansing, MI",111.0,287250.0,0.017,0.1495,707,0.0878,0.2181,34.0,0.0968,-0.0145,566.0,-0.0035,-0.0308,2.0,0.0,-0.75,0.001,0.0,-0.0034,316.0,0.463,0.4766,0.1625,0.048,0.0427,588.0,-0.0645,-0.04,151.0,-0.0058,0.0436,1779.0,0.0091,0.0218,329349.0,0.0031,0.0866,1275.0,-0.0004,0.0773,0.8316,-0.1353,-0.2236,0
202507,31680,"Malvern, AR",816.0,203750.0,-0.0485,-0.1329,103,0.0567,0.3312,51.0,0.0919,0.3649,24.0,-0.4286,-0.0769,0.0,,,0.0,0.0,0.0,44.0,0.5714,0.8333,0.2925,0.1191,0.1033,32.0,0.1053,-0.125,134.0,-0.0344,0.0904,1715.0,-0.0078,-0.0448,317493.0,-0.0037,-0.0517,127.0,0.0455,0.2402,0.3073,0.0135,-0.1602,1
202507,47080,"Vidalia, GA",782.0,284975.0,-0.0087,-0.0246,63,0.0413,0.2475,66.0,0.1385,0.5843,28.0,0.4,0.4,0.0,,,0.0,0.0,0.0,18.0,0.125,0.5,0.1515,-0.0201,-0.0031,28.0,0.375,0.9643,137.0,-0.0085,0.0026,2057.0,0.0026,-0.076,338025.0,-0.0118,-0.111,89.0,0.1195,0.3798,0.4365,0.1059,0.1593,0
202507,34900,"Napa, CA",349.0,1450000.0,0.0021,-0.0791,557,-0.0338,0.5054,77.0,0.1493,0.3051,110.0,-0.2361,-0.2361,4.0,1.0,-0.3333,0.0052,0.0028,-0.0055,132.0,-0.1081,0.5,0.1735,-0.0069,0.032,99.0,0.0588,0.1379,721.0,-0.0091,-0.0116,2047.0,0.0096,-0.058,2627517.0,-0.0044,-0.1232,655.0,-0.0217,0.4244,0.1777,0.0156,-0.0574,0
202507,19980,"Dodge City, KS",839.0,258500.0,-0.0056,-0.1267,97,0.0601,0.8131,67.0,-0.1958,0.2477,20.0,-0.375,-0.2308,0.0,,,0.0,0.0,0.0,20.0,-0.2857,0.1111,0.1335,-0.0517,-0.0347,34.0,-0.0429,0.1754,184.0,-0.0077,0.0382,1410.0,-0.0284,-0.1042,276920.0,-0.026,-0.0913,131.0,0.0438,0.5976,0.3454,-0.0372,-0.1873,1
202507,36620,"Ontario, OR-ID",586.0,435000.0,-0.0017,0.1013,232,0.0718,-0.0777,59.0,0.0263,0.2316,80.0,0.1429,0.1111,0.0,-1.0,-1.0,0.0,-0.0105,-0.0199,88.0,-0.2281,0.0476,0.227,-0.0828,0.0079,72.0,-0.1479,0.1339,242.0,-0.0064,0.0032,1870.0,0.036,0.1296,564960.0,-0.0052,0.0605,304.0,0.0185,-0.0411,0.311,-0.0802,0.058,0
202507,40900,"Sacramento-Roseville-Folsom, CA",32.0,625000.0,-0.0118,-0.0377,5658,0.0378,0.3698,49.0,0.1322,0.2468,2570.0,-0.0675,0.0735,76.0,-0.1915,-0.2549,0.0072,-0.0018,-0.0042,2478.0,-0.0578,0.3438,0.2367,-0.0141,0.0326,2156.0,-0.0301,-0.0689,343.0,-0.0019,-0.0262,1826.0,-0.0038,-0.0322,883710.0,0.0143,-0.0975,7811.0,0.0172,0.2187,0.381,-0.0267,-0.1795,0
202507,33620,"Moberly, MO",870.0,225000.0,-0.0151,0.2208,66,-0.0224,-0.2599,49.0,-0.1182,-0.3217,48.0,0.7143,0.6,0.0,,,0.0,0.0,0.0,18.0,-0.3077,0.0,0.1236,-0.0595,0.0046,36.0,-0.04,0.0909,137.0,-0.048,0.313,1683.0,0.0766,0.0943,288407.0,0.042,0.2903,99.0,-0.0616,-0.1918,0.5496,-0.0101,0.1767,0
202507,26900,"Indianapolis-Carmel-Greenwood, IN",34.0,334273.0,-0.0123,-0.015,5145,0.072,0.283,45.0,0.0988,0.1266,2946.0,-0.0947,0.0152,66.0,0.1,0.1379,0.0056,0.0005,-0.0002,3448.0,0.1037,0.3522,0.2947,0.0277,0.0461,3406.0,-0.0765,0.0375,159.0,-0.0045,-0.002,2119.0,-0.0042,-0.0092,429053.0,-0.0008,-0.0248,8524.0,0.0044,0.1699,0.6619,-0.1064,-0.1567,0
202507,31080,"Los Angeles-Long Beach-Anaheim, CA",2.0,1148483.0,-0.0288,-0.0421,20171,0.0391,0.4103,51.0,0.0745,0.1882,8846.0,-0.0631,0.0255,300.0,-0.1279,-0.1429,0.0085,-0.001,-0.0027,6404.0,0.045,0.5068,0.1764,0.0094,0.0377,7206.0,-0.0374,-0.0217,672.0,-0.0105,-0.0234,1773.0,-0.0136,-0.0215,2298661.0,-0.0339,-0.0983,27339.0,0.0174,0.2659,0.3573,-0.0284,-0.1577,0
202507,47700,"Warsaw, IN",459.0,355700.0,-0.0104,0.0945,197,0.0622,-0.0643,44.0,0.0058,0.0545,96.0,-0.2131,-0.25,2.0,-0.6667,-0.5,0.0048,-0.0087,-0.0044,104.0,0.1304,-0.1034,0.2648,0.0535,0.02,110.0,-0.0759,-0.0759,204.0,-0.0428,0.1327,1788.0,0.014,0.0117,563003.0,-0.0092,0.2718,306.0,0.0049,-0.0586,0.5573,-0.0833,-0.007,0
202507,30860,"Logan, UT-ID",329.0,507000.0,-0.0255,-0.0007,547,-0.0073,0.3714,63.0,0.1364,0.1905,164.0,-0.2264,0.1233,0.0,,-1.0,0.0,0.0,-0.0029,208.0,-0.1186,0.3,0.2316,-0.0194,0.0001,199.0,0.0284,0.442,211.0,-0.0023,0.0016,2503.0,-0.0042,-0.0126,643309.0,-0.0128,-0.0176,742.0,-0.0074,0.3818,0.3641,0.0126,0.0178,0
